4,14,0:0,1:0,1.62349:0.781831,1.84601:1.75676,1.62349:2.73169,1:3.51352,0.0990311:3.9474,-0.900969:3.9474,-1.80194:3.51352,-2.42543:2.73169,-2.64795:1.75676,-2.42543:0.781831,-1.80194:-1.34604e-16,-0.900969:-0.433884,-31,0,0
4,14,0:0,1:0,1.62349:0.781831,1.84601:1.75676,1.62349:2.73169,1:3.51352,0.0990311:3.9474,-0.900969:3.9474,-1.80194:3.51352,-2.42543:2.73169,-2.64795:1.75676,-2.42543:0.781831,-1.80194:-1.34604e-16,-0.900969:-0.433884,-31,0,0
4,14,0:0,1:0,1.62349:0.781831,1.84601:1.75676,1.62349:2.73169,1:3.51352,0.0990311:3.9474,-0.900969:3.9474,-1.80194:3.51352,-2.42543:2.73169,-2.64795:1.75676,-2.42543:0.781831,-1.80194:-1.34604e-16,-0.900969:-0.433884,-31,0,0
4,14,0:0,1:0,1.62349:0.781831,1.84601:1.75676,1.62349:2.73169,1:3.51352,0.0990311:3.9474,-0.900969:3.9474,-1.80194:3.51352,-2.42543:2.73169,-2.64795:1.75676,-2.42543:0.781831,-1.80194:-1.34604e-16,-0.900969:-0.433884,-31,0,0
4,14,0:0,1:0,1.62349:0.781831,1.84601:1.75676,1.62349:2.73169,1:3.51352,0.0990311:3.9474,-0.900969:3.9474,-1.80194:3.51352,-2.42543:2.73169,-2.64795:1.75676,-2.42543:0.781831,-1.80194:-1.34604e-16,-0.900969:-0.433884,-31,0,0
4,14,0:0,1:0,1.62349:0.781831,1.84601:1.75676,1.62349:2.73169,1:3.51352,0.0990311:3.9474,-0.900969:3.9474,-1.80194:3.51352,-2.42543:2.73169,-2.64795:1.75676,-2.42543:0.781831,-1.80194:-1.34604e-16,-0.900969:-0.433884,-31,0,0
4,14,0:0,1:0,1.62349:0.781831,1.84601:1.75676,1.62349:2.73169,1:3.51352,0.0990311:3.9474,-0.900969:3.9474,-1.80194:3.51352,-2.42543:2.73169,-2.64795:1.75676,-2.42543:0.781831,-1.80194:-1.34604e-16,-0.900969:-0.433884,-31,0,0
4,14,0:0,1:0,1.62349:0.781831,1.84601:1.75676,1.62349:2.73169,1:3.51352,0.0990311:3.9474,-0.900969:3.9474,-1.80194:3.51352,-2.42543:2.73169,-2.64795:1.75676,-2.42543:0.781831,-1.80194:-1.34604e-16,-0.900969:-0.433884,-31,0,0
4,14,0:0,1:0,1.62349:0.781831,1.84601:1.75676,1.62349:2.73169,1:3.51352,0.0990311:3.9474,-0.900969:3.9474,-1.80194:3.51352,-2.42543:2.73169,-2.64795:1.75676,-2.42543:0.781831,-1.80194:-1.34604e-16,-0.900969:-0.433884,-31,0,0
4,14,0:0,1:0,1.62349:0.781831,1.84601:1.75676,1.62349:2.73169,1:3.51352,0.0990311:3.9474,-0.900969:3.9474,-1.80194:3.51352,-2.42543:2.73169,-2.64795:1.75676,-2.42543:0.781831,-1.80194:-1.34604e-16,-0.900969:-0.433884,-31,0,0
