1,58,0:0,1:0,1.97662:0.21497,2.92427:0.534272,3.83185:0.954161,4.68871:1.46971,5.4848:2.07489,6.21079:2.76259,6.85818:3.52475,7.41937:4.35244,7.88778:5.23595,8.25791:6.16493,8.52544:7.12848,8.68723:8.1153,8.74136:9.11384,8.68723:10.1124,8.52544:11.0992,8.25791:12.0627,7.88778:12.9917,7.41937:13.8752,6.85818:14.7029,6.21079:15.4651,5.4848:16.1528,4.68871:16.758,3.83185:17.2735,2.92427:17.6934,1.97662:18.0127,1:18.2277,0.00586204:18.3358,-0.994138:18.3358,-1.98828:18.2277,-2.9649:18.0127,-3.91255:17.6934,-4.82013:17.2735,-5.67698:16.758,-6.47308:16.1528,-7.19907:15.4651,-7.84646:14.7029,-8.40764:13.8752,-8.87605:12.9917,-9.24619:12.0627,-9.51372:11.0992,-9.6755:10.1124,-9.72964:9.11384,-9.6755:8.1153,-9.51372:7.12848,-9.24619:6.16493,-8.87605:5.23595,-8.40764:4.35244,-7.84646:3.52475,-7.19907:2.76259,-6.47308:2.07489,-5.67698:1.46971,-4.82013:0.954161,-3.91255:0.534272,-2.9649:0.21497,-1.98828:3.62504e-15,-0.994138:-0.108119,-160.2,0,0
1,58,0:0,1:0,1.97662:0.21497,2.92427:0.534272,3.83185:0.954161,4.68871:1.46971,5.4848:2.07489,6.21079:2.76259,6.85818:3.52475,7.41937:4.35244,7.88778:5.23595,8.25791:6.16493,8.52544:7.12848,8.68723:8.1153,8.74136:9.11384,8.68723:10.1124,8.52544:11.0992,8.25791:12.0627,7.88778:12.9917,7.41937:13.8752,6.85818:14.7029,6.21079:15.4651,5.4848:16.1528,4.68871:16.758,3.83185:17.2735,2.92427:17.6934,1.97662:18.0127,1:18.2277,0.00586204:18.3358,-0.994138:18.3358,-1.98828:18.2277,-2.9649:18.0127,-3.91255:17.6934,-4.82013:17.2735,-5.67698:16.758,-6.47308:16.1528,-7.19907:15.4651,-7.84646:14.7029,-8.40764:13.8752,-8.87605:12.9917,-9.24619:12.0627,-9.51372:11.0992,-9.6755:10.1124,-9.72964:9.11384,-9.6755:8.1153,-9.51372:7.12848,-9.24619:6.16493,-8.87605:5.23595,-8.40764:4.35244,-7.84646:3.52475,-7.19907:2.76259,-6.47308:2.07489,-5.67698:1.46971,-4.82013:0.954161,-3.91255:0.534272,-2.9649:0.21497,-1.98828:3.62504e-15,-0.994138:-0.108119,-160.2,0,0
1,58,0:0,1:0,1.97662:0.21497,2.92427:0.534272,3.83185:0.954161,4.68871:1.46971,5.4848:2.07489,6.21079:2.76259,6.85818:3.52475,7.41937:4.35244,7.88778:5.23595,8.25791:6.16493,8.52544:7.12848,8.68723:8.1153,8.74136:9.11384,8.68723:10.1124,8.52544:11.0992,8.25791:12.0627,7.88778:12.9917,7.41937:13.8752,6.85818:14.7029,6.21079:15.4651,5.4848:16.1528,4.68871:16.758,3.83185:17.2735,2.92427:17.6934,1.97662:18.0127,1:18.2277,0.00586204:18.3358,-0.994138:18.3358,-1.98828:18.2277,-2.9649:18.0127,-3.91255:17.6934,-4.82013:17.2735,-5.67698:16.758,-6.47308:16.1528,-7.19907:15.4651,-7.84646:14.7029,-8.40764:13.8752,-8.87605:12.9917,-9.24619:12.0627,-9.51372:11.0992,-9.6755:10.1124,-9.72964:9.11384,-9.6755:8.1153,-9.51372:7.12848,-9.24619:6.16493,-8.87605:5.23595,-8.40764:4.35244,-7.84646:3.52475,-7.19907:2.76259,-6.47308:2.07489,-5.67698:1.46971,-4.82013:0.954161,-3.91255:0.534272,-2.9649:0.21497,-1.98828:3.62504e-15,-0.994138:-0.108119,-160.2,0,0
1,58,0:0,1:0,1.97662:0.21497,2.92427:0.534272,3.83185:0.954161,4.68871:1.46971,5.4848:2.07489,6.21079:2.76259,6.85818:3.52475,7.41937:4.35244,7.88778:5.23595,8.25791:6.16493,8.52544:7.12848,8.68723:8.1153,8.74136:9.11384,8.68723:10.1124,8.52544:11.0992,8.25791:12.0627,7.88778:12.9917,7.41937:13.8752,6.85818:14.7029,6.21079:15.4651,5.4848:16.1528,4.68871:16.758,3.83185:17.2735,2.92427:17.6934,1.97662:18.0127,1:18.2277,0.00586204:18.3358,-0.994138:18.3358,-1.98828:18.2277,-2.9649:18.0127,-3.91255:17.6934,-4.82013:17.2735,-5.67698:16.758,-6.47308:16.1528,-7.19907:15.4651,-7.84646:14.7029,-8.40764:13.8752,-8.87605:12.9917,-9.24619:12.0627,-9.51372:11.0992,-9.6755:10.1124,-9.72964:9.11384,-9.6755:8.1153,-9.51372:7.12848,-9.24619:6.16493,-8.87605:5.23595,-8.40764:4.35244,-7.84646:3.52475,-7.19907:2.76259,-6.47308:2.07489,-5.67698:1.46971,-4.82013:0.954161,-3.91255:0.534272,-2.9649:0.21497,-1.98828:3.62504e-15,-0.994138:-0.108119,-160.2,0,0
1,58,0:0,1:0,1.97662:0.21497,2.92427:0.534272,3.83185:0.954161,4.68871:1.46971,5.4848:2.07489,6.21079:2.76259,6.85818:3.52475,7.41937:4.35244,7.88778:5.23595,8.25791:6.16493,8.52544:7.12848,8.68723:8.1153,8.74136:9.11384,8.68723:10.1124,8.52544:11.0992,8.25791:12.0627,7.88778:12.9917,7.41937:13.8752,6.85818:14.7029,6.21079:15.4651,5.4848:16.1528,4.68871:16.758,3.83185:17.2735,2.92427:17.6934,1.97662:18.0127,1:18.2277,0.00586204:18.3358,-0.994138:18.3358,-1.98828:18.2277,-2.9649:18.0127,-3.91255:17.6934,-4.82013:17.2735,-5.67698:16.758,-6.47308:16.1528,-7.19907:15.4651,-7.84646:14.7029,-8.40764:13.8752,-8.87605:12.9917,-9.24619:12.0627,-9.51372:11.0992,-9.6755:10.1124,-9.72964:9.11384,-9.6755:8.1153,-9.51372:7.12848,-9.24619:6.16493,-8.87605:5.23595,-8.40764:4.35244,-7.84646:3.52475,-7.19907:2.76259,-6.47308:2.07489,-5.67698:1.46971,-4.82013:0.954161,-3.91255:0.534272,-2.9649:0.21497,-1.98828:3.62504e-15,-0.994138:-0.108119,-160.2,0,0
1,58,0:0,1:0,1.97662:0.21497,2.92427:0.534272,3.83185:0.954161,4.68871:1.46971,5.4848:2.07489,6.21079:2.76259,6.85818:3.52475,7.41937:4.35244,7.88778:5.23595,8.25791:6.16493,8.52544:7.12848,8.68723:8.1153,8.74136:9.11384,8.68723:10.1124,8.52544:11.0992,8.25791:12.0627,7.88778:12.9917,7.41937:13.8752,6.85818:14.7029,6.21079:15.4651,5.4848:16.1528,4.68871:16.758,3.83185:17.2735,2.92427:17.6934,1.97662:18.0127,1:18.2277,0.00586204:18.3358,-0.994138:18.3358,-1.98828:18.2277,-2.9649:18.0127,-3.91255:17.6934,-4.82013:17.2735,-5.67698:16.758,-6.47308:16.1528,-7.19907:15.4651,-7.84646:14.7029,-8.40764:13.8752,-8.87605:12.9917,-9.24619:12.0627,-9.51372:11.0992,-9.6755:10.1124,-9.72964:9.11384,-9.6755:8.1153,-9.51372:7.12848,-9.24619:6.16493,-8.87605:5.23595,-8.40764:4.35244,-7.84646:3.52475,-7.19907:2.76259,-6.47308:2.07489,-5.67698:1.46971,-4.82013:0.954161,-3.91255:0.534272,-2.9649:0.21497,-1.98828:3.62504e-15,-0.994138:-0.108119,-160.2,0,0
1,58,0:0,1:0,1.97662:0.21497,2.92427:0.534272,3.83185:0.954161,4.68871:1.46971,5.4848:2.07489,6.21079:2.76259,6.85818:3.52475,7.41937:4.35244,7.88778:5.23595,8.25791:6.16493,8.52544:7.12848,8.68723:8.1153,8.74136:9.11384,8.68723:10.1124,8.52544:11.0992,8.25791:12.0627,7.88778:12.9917,7.41937:13.8752,6.85818:14.7029,6.21079:15.4651,5.4848:16.1528,4.68871:16.758,3.83185:17.2735,2.92427:17.6934,1.97662:18.0127,1:18.2277,0.00586204:18.3358,-0.994138:18.3358,-1.98828:18.2277,-2.9649:18.0127,-3.91255:17.6934,-4.82013:17.2735,-5.67698:16.758,-6.47308:16.1528,-7.19907:15.4651,-7.84646:14.7029,-8.40764:13.8752,-8.87605:12.9917,-9.24619:12.0627,-9.51372:11.0992,-9.6755:10.1124,-9.72964:9.11384,-9.6755:8.1153,-9.51372:7.12848,-9.24619:6.16493,-8.87605:5.23595,-8.40764:4.35244,-7.84646:3.52475,-7.19907:2.76259,-6.47308:2.07489,-5.67698:1.46971,-4.82013:0.954161,-3.91255:0.534272,-2.9649:0.21497,-1.98828:3.62504e-15,-0.994138:-0.108119,-160.2,0,0
1,58,0:0,1:0,1.97662:0.21497,2.92427:0.534272,3.83185:0.954161,4.68871:1.46971,5.4848:2.07489,6.21079:2.76259,6.85818:3.52475,7.41937:4.35244,7.88778:5.23595,8.25791:6.16493,8.52544:7.12848,8.68723:8.1153,8.74136:9.11384,8.68723:10.1124,8.52544:11.0992,8.25791:12.0627,7.88778:12.9917,7.41937:13.8752,6.85818:14.7029,6.21079:15.4651,5.4848:16.1528,4.68871:16.758,3.83185:17.2735,2.92427:17.6934,1.97662:18.0127,1:18.2277,0.00586204:18.3358,-0.994138:18.3358,-1.98828:18.2277,-2.9649:18.0127,-3.91255:17.6934,-4.82013:17.2735,-5.67698:16.758,-6.47308:16.1528,-7.19907:15.4651,-7.84646:14.7029,-8.40764:13.8752,-8.87605:12.9917,-9.24619:12.0627,-9.51372:11.0992,-9.6755:10.1124,-9.72964:9.11384,-9.6755:8.1153,-9.51372:7.12848,-9.24619:6.16493,-8.87605:5.23595,-8.40764:4.35244,-7.84646:3.52475,-7.19907:2.76259,-6.47308:2.07489,-5.67698:1.46971,-4.82013:0.954161,-3.91255:0.534272,-2.9649:0.21497,-1.98828:3.62504e-15,-0.994138:-0.108119,-160.2,0,0
1,58,0:0,1:0,1.97662:0.21497,2.92427:0.534272,3.83185:0.954161,4.68871:1.46971,5.4848:2.07489,6.21079:2.76259,6.85818:3.52475,7.41937:4.35244,7.88778:5.23595,8.25791:6.16493,8.52544:7.12848,8.68723:8.1153,8.74136:9.11384,8.68723:10.1124,8.52544:11.0992,8.25791:12.0627,7.88778:12.9917,7.41937:13.8752,6.85818:14.7029,6.21079:15.4651,5.4848:16.1528,4.68871:16.758,3.83185:17.2735,2.92427:17.6934,1.97662:18.0127,1:18.2277,0.00586204:18.3358,-0.994138:18.3358,-1.98828:18.2277,-2.9649:18.0127,-3.91255:17.6934,-4.82013:17.2735,-5.67698:16.758,-6.47308:16.1528,-7.19907:15.4651,-7.84646:14.7029,-8.40764:13.8752,-8.87605:12.9917,-9.24619:12.0627,-9.51372:11.0992,-9.6755:10.1124,-9.72964:9.11384,-9.6755:8.1153,-9.51372:7.12848,-9.24619:6.16493,-8.87605:5.23595,-8.40764:4.35244,-7.84646:3.52475,-7.19907:2.76259,-6.47308:2.07489,-5.67698:1.46971,-4.82013:0.954161,-3.91255:0.534272,-2.9649:0.21497,-1.98828:3.62504e-15,-0.994138:-0.108119,-160.2,0,0
1,58,0:0,1:0,1.97662:0.21497,2.92427:0.534272,3.83185:0.954161,4.68871:1.46971,5.4848:2.07489,6.21079:2.76259,6.85818:3.52475,7.41937:4.35244,7.88778:5.23595,8.25791:6.16493,8.52544:7.12848,8.68723:8.1153,8.74136:9.11384,8.68723:10.1124,8.52544:11.0992,8.25791:12.0627,7.88778:12.9917,7.41937:13.8752,6.85818:14.7029,6.21079:15.4651,5.4848:16.1528,4.68871:16.758,3.83185:17.2735,2.92427:17.6934,1.97662:18.0127,1:18.2277,0.00586204:18.3358,-0.994138:18.3358,-1.98828:18.2277,-2.9649:18.0127,-3.91255:17.6934,-4.82013:17.2735,-5.67698:16.758,-6.47308:16.1528,-7.19907:15.4651,-7.84646:14.7029,-8.40764:13.8752,-8.87605:12.9917,-9.24619:12.0627,-9.51372:11.0992,-9.6755:10.1124,-9.72964:9.11384,-9.6755:8.1153,-9.51372:7.12848,-9.24619:6.16493,-8.87605:5.23595,-8.40764:4.35244,-7.84646:3.52475,-7.19907:2.76259,-6.47308:2.07489,-5.67698:1.46971,-4.82013:0.954161,-3.91255:0.534272,-2.9649:0.21497,-1.98828:3.62504e-15,-0.994138:-0.108119,-160.2,0,0.015
