0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,00
0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,00
0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,00
0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,00
0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,00
0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,00
0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,00
0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,00
0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,00
0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,0.146121,00
