4,24,0:0,1:0,1.86603:0.5,2.57313:1.20711,3.07313:2.07313,3.33195:3.03906,3.33195:4.03906,3.07313:5.00498,2.57313:5.87101,1.86603:6.57812,1:7.07812,0.0340742:7.33694,-0.965926:7.33694,-1.93185:7.07812,-2.79788:6.57812,-3.50498:5.87101,-4.00498:5.00498,-4.2638:4.03906,-4.2638:3.03906,-4.00498:2.07313,-3.50498:1.20711,-2.79788:0.5,-1.93185:4.36283e-16,-0.965926:-0.258819,-59.6,0,0
4,24,0:0,1:0,1.86603:0.5,2.57313:1.20711,3.07313:2.07313,3.33195:3.03906,3.33195:4.03906,3.07313:5.00498,2.57313:5.87101,1.86603:6.57812,1:7.07812,0.0340742:7.33694,-0.965926:7.33694,-1.93185:7.07812,-2.79788:6.57812,-3.50498:5.87101,-4.00498:5.00498,-4.2638:4.03906,-4.2638:3.03906,-4.00498:2.07313,-3.50498:1.20711,-2.79788:0.5,-1.93185:4.36283e-16,-0.965926:-0.258819,-59.6,0,0
4,24,0:0,1:0,1.86603:0.5,2.57313:1.20711,3.07313:2.07313,3.33195:3.03906,3.33195:4.03906,3.07313:5.00498,2.57313:5.87101,1.86603:6.57812,1:7.07812,0.0340742:7.33694,-0.965926:7.33694,-1.93185:7.07812,-2.79788:6.57812,-3.50498:5.87101,-4.00498:5.00498,-4.2638:4.03906,-4.2638:3.03906,-4.00498:2.07313,-3.50498:1.20711,-2.79788:0.5,-1.93185:4.36283e-16,-0.965926:-0.258819,-59.6,0,0
4,24,0:0,1:0,1.86603:0.5,2.57313:1.20711,3.07313:2.07313,3.33195:3.03906,3.33195:4.03906,3.07313:5.00498,2.57313:5.87101,1.86603:6.57812,1:7.07812,0.0340742:7.33694,-0.965926:7.33694,-1.93185:7.07812,-2.79788:6.57812,-3.50498:5.87101,-4.00498:5.00498,-4.2638:4.03906,-4.2638:3.03906,-4.00498:2.07313,-3.50498:1.20711,-2.79788:0.5,-1.93185:4.36283e-16,-0.965926:-0.258819,-59.6,0,0
4,24,0:0,1:0,1.86603:0.5,2.57313:1.20711,3.07313:2.07313,3.33195:3.03906,3.33195:4.03906,3.07313:5.00498,2.57313:5.87101,1.86603:6.57812,1:7.07812,0.0340742:7.33694,-0.965926:7.33694,-1.93185:7.07812,-2.79788:6.57812,-3.50498:5.87101,-4.00498:5.00498,-4.2638:4.03906,-4.2638:3.03906,-4.00498:2.07313,-3.50498:1.20711,-2.79788:0.5,-1.93185:4.36283e-16,-0.965926:-0.258819,-59.6,0,0
4,24,0:0,1:0,1.86603:0.5,2.57313:1.20711,3.07313:2.07313,3.33195:3.03906,3.33195:4.03906,3.07313:5.00498,2.57313:5.87101,1.86603:6.57812,1:7.07812,0.0340742:7.33694,-0.965926:7.33694,-1.93185:7.07812,-2.79788:6.57812,-3.50498:5.87101,-4.00498:5.00498,-4.2638:4.03906,-4.2638:3.03906,-4.00498:2.07313,-3.50498:1.20711,-2.79788:0.5,-1.93185:4.36283e-16,-0.965926:-0.258819,-59.6,0,0
4,24,0:0,1:0,1.86603:0.5,2.57313:1.20711,3.07313:2.07313,3.33195:3.03906,3.33195:4.03906,3.07313:5.00498,2.57313:5.87101,1.86603:6.57812,1:7.07812,0.0340742:7.33694,-0.965926:7.33694,-1.93185:7.07812,-2.79788:6.57812,-3.50498:5.87101,-4.00498:5.00498,-4.2638:4.03906,-4.2638:3.03906,-4.00498:2.07313,-3.50498:1.20711,-2.79788:0.5,-1.93185:4.36283e-16,-0.965926:-0.258819,-59.6,0,0
4,24,0:0,1:0,1.86603:0.5,2.57313:1.20711,3.07313:2.07313,3.33195:3.03906,3.33195:4.03906,3.07313:5.00498,2.57313:5.87101,1.86603:6.57812,1:7.07812,0.0340742:7.33694,-0.965926:7.33694,-1.93185:7.07812,-2.79788:6.57812,-3.50498:5.87101,-4.00498:5.00498,-4.2638:4.03906,-4.2638:3.03906,-4.00498:2.07313,-3.50498:1.20711,-2.79788:0.5,-1.93185:4.36283e-16,-0.965926:-0.258819,-59.6,0,0
4,24,0:0,1:0,1.86603:0.5,2.57313:1.20711,3.07313:2.07313,3.33195:3.03906,3.33195:4.03906,3.07313:5.00498,2.57313:5.87101,1.86603:6.57812,1:7.07812,0.0340742:7.33694,-0.965926:7.33694,-1.93185:7.07812,-2.79788:6.57812,-3.50498:5.87101,-4.00498:5.00498,-4.2638:4.03906,-4.2638:3.03906,-4.00498:2.07313,-3.50498:1.20711,-2.79788:0.5,-1.93185:4.36283e-16,-0.965926:-0.258819,-59.6,0,0
4,24,0:0,1:0,1.86603:0.5,2.57313:1.20711,3.07313:2.07313,3.33195:3.03906,3.33195:4.03906,3.07313:5.00498,2.57313:5.87101,1.86603:6.57812,1:7.07812,0.0340742:7.33694,-0.965926:7.33694,-1.93185:7.07812,-2.79788:6.57812,-3.50498:5.87101,-4.00498:5.00498,-4.2638:4.03906,-4.2638:3.03906,-4.00498:2.07313,-3.50498:1.20711,-2.79788:0.5,-1.93185:4.36283e-16,-0.965926:-0.258819,-59.6,0,0
