0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,00
0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,00
0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,00
0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,00
0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,00
0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,00
0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,00
0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,00
0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,00
0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,0.174533,00
