1,33,0:0,1:0,1.92837:0.371662,2.76962:0.912303,3.49336:1.60238,4.07341:2.41696,4.48883:3.32659,4.72459:4.2984,4.77217:5.29727,4.62985:6.28709,4.30279:7.23209,3.80279:8.09812,3.14792:8.85387,2.36187:9.47203,1.47304:9.93025,0.513543:10.212,-0.481929:10.307,-1.4774:10.212,-2.43689:9.93025,-3.32573:9.47203,-4.11178:8.85387,-4.76664:8.09812,-5.26664:7.23209,-5.59371:6.28709,-5.73603:5.29727,-5.68844:4.2984,-5.45268:3.32659,-5.03727:2.41696,-4.45721:1.60238,-3.73348:0.912303,-2.89223:0.371662,-1.96386:1.01888e-16,-0.981929:-0.189251,-86.1,0,0
1,33,0:0,1:0,1.92837:0.371662,2.76962:0.912303,3.49336:1.60238,4.07341:2.41696,4.48883:3.32659,4.72459:4.2984,4.77217:5.29727,4.62985:6.28709,4.30279:7.23209,3.80279:8.09812,3.14792:8.85387,2.36187:9.47203,1.47304:9.93025,0.513543:10.212,-0.481929:10.307,-1.4774:10.212,-2.43689:9.93025,-3.32573:9.47203,-4.11178:8.85387,-4.76664:8.09812,-5.26664:7.23209,-5.59371:6.28709,-5.73603:5.29727,-5.68844:4.2984,-5.45268:3.32659,-5.03727:2.41696,-4.45721:1.60238,-3.73348:0.912303,-2.89223:0.371662,-1.96386:1.01888e-16,-0.981929:-0.189251,-86.1,0,0
1,33,0:0,1:0,1.92837:0.371662,2.76962:0.912303,3.49336:1.60238,4.07341:2.41696,4.48883:3.32659,4.72459:4.2984,4.77217:5.29727,4.62985:6.28709,4.30279:7.23209,3.80279:8.09812,3.14792:8.85387,2.36187:9.47203,1.47304:9.93025,0.513543:10.212,-0.481929:10.307,-1.4774:10.212,-2.43689:9.93025,-3.32573:9.47203,-4.11178:8.85387,-4.76664:8.09812,-5.26664:7.23209,-5.59371:6.28709,-5.73603:5.29727,-5.68844:4.2984,-5.45268:3.32659,-5.03727:2.41696,-4.45721:1.60238,-3.73348:0.912303,-2.89223:0.371662,-1.96386:1.01888e-16,-0.981929:-0.189251,-86.1,0,0
1,33,0:0,1:0,1.92837:0.371662,2.76962:0.912303,3.49336:1.60238,4.07341:2.41696,4.48883:3.32659,4.72459:4.2984,4.77217:5.29727,4.62985:6.28709,4.30279:7.23209,3.80279:8.09812,3.14792:8.85387,2.36187:9.47203,1.47304:9.93025,0.513543:10.212,-0.481929:10.307,-1.4774:10.212,-2.43689:9.93025,-3.32573:9.47203,-4.11178:8.85387,-4.76664:8.09812,-5.26664:7.23209,-5.59371:6.28709,-5.73603:5.29727,-5.68844:4.2984,-5.45268:3.32659,-5.03727:2.41696,-4.45721:1.60238,-3.73348:0.912303,-2.89223:0.371662,-1.96386:1.01888e-16,-0.981929:-0.189251,-86.1,0,0
1,33,0:0,1:0,1.92837:0.371662,2.76962:0.912303,3.49336:1.60238,4.07341:2.41696,4.48883:3.32659,4.72459:4.2984,4.77217:5.29727,4.62985:6.28709,4.30279:7.23209,3.80279:8.09812,3.14792:8.85387,2.36187:9.47203,1.47304:9.93025,0.513543:10.212,-0.481929:10.307,-1.4774:10.212,-2.43689:9.93025,-3.32573:9.47203,-4.11178:8.85387,-4.76664:8.09812,-5.26664:7.23209,-5.59371:6.28709,-5.73603:5.29727,-5.68844:4.2984,-5.45268:3.32659,-5.03727:2.41696,-4.45721:1.60238,-3.73348:0.912303,-2.89223:0.371662,-1.96386:1.01888e-16,-0.981929:-0.189251,-86.1,0,0
1,33,0:0,1:0,1.92837:0.371662,2.76962:0.912303,3.49336:1.60238,4.07341:2.41696,4.48883:3.32659,4.72459:4.2984,4.77217:5.29727,4.62985:6.28709,4.30279:7.23209,3.80279:8.09812,3.14792:8.85387,2.36187:9.47203,1.47304:9.93025,0.513543:10.212,-0.481929:10.307,-1.4774:10.212,-2.43689:9.93025,-3.32573:9.47203,-4.11178:8.85387,-4.76664:8.09812,-5.26664:7.23209,-5.59371:6.28709,-5.73603:5.29727,-5.68844:4.2984,-5.45268:3.32659,-5.03727:2.41696,-4.45721:1.60238,-3.73348:0.912303,-2.89223:0.371662,-1.96386:1.01888e-16,-0.981929:-0.189251,-86.1,0,0
1,33,0:0,1:0,1.92837:0.371662,2.76962:0.912303,3.49336:1.60238,4.07341:2.41696,4.48883:3.32659,4.72459:4.2984,4.77217:5.29727,4.62985:6.28709,4.30279:7.23209,3.80279:8.09812,3.14792:8.85387,2.36187:9.47203,1.47304:9.93025,0.513543:10.212,-0.481929:10.307,-1.4774:10.212,-2.43689:9.93025,-3.32573:9.47203,-4.11178:8.85387,-4.76664:8.09812,-5.26664:7.23209,-5.59371:6.28709,-5.73603:5.29727,-5.68844:4.2984,-5.45268:3.32659,-5.03727:2.41696,-4.45721:1.60238,-3.73348:0.912303,-2.89223:0.371662,-1.96386:1.01888e-16,-0.981929:-0.189251,-86.1,0,0
1,33,0:0,1:0,1.92837:0.371662,2.76962:0.912303,3.49336:1.60238,4.07341:2.41696,4.48883:3.32659,4.72459:4.2984,4.77217:5.29727,4.62985:6.28709,4.30279:7.23209,3.80279:8.09812,3.14792:8.85387,2.36187:9.47203,1.47304:9.93025,0.513543:10.212,-0.481929:10.307,-1.4774:10.212,-2.43689:9.93025,-3.32573:9.47203,-4.11178:8.85387,-4.76664:8.09812,-5.26664:7.23209,-5.59371:6.28709,-5.73603:5.29727,-5.68844:4.2984,-5.45268:3.32659,-5.03727:2.41696,-4.45721:1.60238,-3.73348:0.912303,-2.89223:0.371662,-1.96386:1.01888e-16,-0.981929:-0.189251,-86.1,0,0
1,33,0:0,1:0,1.92837:0.371662,2.76962:0.912303,3.49336:1.60238,4.07341:2.41696,4.48883:3.32659,4.72459:4.2984,4.77217:5.29727,4.62985:6.28709,4.30279:7.23209,3.80279:8.09812,3.14792:8.85387,2.36187:9.47203,1.47304:9.93025,0.513543:10.212,-0.481929:10.307,-1.4774:10.212,-2.43689:9.93025,-3.32573:9.47203,-4.11178:8.85387,-4.76664:8.09812,-5.26664:7.23209,-5.59371:6.28709,-5.73603:5.29727,-5.68844:4.2984,-5.45268:3.32659,-5.03727:2.41696,-4.45721:1.60238,-3.73348:0.912303,-2.89223:0.371662,-1.96386:1.01888e-16,-0.981929:-0.189251,-86.1,0,0
1,33,0:0,1:0,1.92837:0.371662,2.76962:0.912303,3.49336:1.60238,4.07341:2.41696,4.48883:3.32659,4.72459:4.2984,4.77217:5.29727,4.62985:6.28709,4.30279:7.23209,3.80279:8.09812,3.14792:8.85387,2.36187:9.47203,1.47304:9.93025,0.513543:10.212,-0.481929:10.307,-1.4774:10.212,-2.43689:9.93025,-3.32573:9.47203,-4.11178:8.85387,-4.76664:8.09812,-5.26664:7.23209,-5.59371:6.28709,-5.73603:5.29727,-5.68844:4.2984,-5.45268:3.32659,-5.03727:2.41696,-4.45721:1.60238,-3.73348:0.912303,-2.89223:0.371662,-1.96386:1.01888e-16,-0.981929:-0.189251,-86.1,0,0
