0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,00
0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,00
0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,00
0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,00
0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,00
0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,00
0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,00
0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,00
0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,00
0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,0.11424,00
