1,50,0:0,1:0,1.96858:0.24869,2.89836:0.616814,3.77467:1.09857,4.58368:1.68635,5.31265:2.3709,5.95008:3.14141,6.4859:3.98574,6.91168:4.89057,7.2207:5.84163,7.40808:6.82391,7.47087:7.82194,7.40808:8.81997,7.2207:9.80225,6.91168:10.7533,6.4859:11.6581,5.95008:12.5025,5.31265:13.273,4.58368:13.9575,3.77467:14.5453,2.89836:15.0271,1.96858:15.3952,1:15.6439,0.0078853:15.7692,-0.992115:15.7692,-1.98423:15.6439,-2.95281:15.3952,-3.88259:15.0271,-4.7589:14.5453,-5.56791:13.9575,-6.29688:13.273,-6.93431:12.5025,-7.47013:11.6581,-7.89591:10.7533,-8.20493:9.80225,-8.39231:8.81997,-8.4551:7.82194,-8.39231:6.82391,-8.20493:5.84163,-7.89591:4.89057,-7.47013:3.98574,-6.93431:3.14141,-6.29688:2.3709,-5.56791:1.68635,-4.7589:1.09857,-3.88259:0.616814,-2.95281:0.24869,-1.98423:-2.78574e-15,-0.992115:-0.125333,-137.1,0,0
1,50,0:0,1:0,1.96858:0.24869,2.89836:0.616814,3.77467:1.09857,4.58368:1.68635,5.31265:2.3709,5.95008:3.14141,6.4859:3.98574,6.91168:4.89057,7.2207:5.84163,7.40808:6.82391,7.47087:7.82194,7.40808:8.81997,7.2207:9.80225,6.91168:10.7533,6.4859:11.6581,5.95008:12.5025,5.31265:13.273,4.58368:13.9575,3.77467:14.5453,2.89836:15.0271,1.96858:15.3952,1:15.6439,0.0078853:15.7692,-0.992115:15.7692,-1.98423:15.6439,-2.95281:15.3952,-3.88259:15.0271,-4.7589:14.5453,-5.56791:13.9575,-6.29688:13.273,-6.93431:12.5025,-7.47013:11.6581,-7.89591:10.7533,-8.20493:9.80225,-8.39231:8.81997,-8.4551:7.82194,-8.39231:6.82391,-8.20493:5.84163,-7.89591:4.89057,-7.47013:3.98574,-6.93431:3.14141,-6.29688:2.3709,-5.56791:1.68635,-4.7589:1.09857,-3.88259:0.616814,-2.95281:0.24869,-1.98423:-2.78574e-15,-0.992115:-0.125333,-137.1,0,0
1,50,0:0,1:0,1.96858:0.24869,2.89836:0.616814,3.77467:1.09857,4.58368:1.68635,5.31265:2.3709,5.95008:3.14141,6.4859:3.98574,6.91168:4.89057,7.2207:5.84163,7.40808:6.82391,7.47087:7.82194,7.40808:8.81997,7.2207:9.80225,6.91168:10.7533,6.4859:11.6581,5.95008:12.5025,5.31265:13.273,4.58368:13.9575,3.77467:14.5453,2.89836:15.0271,1.96858:15.3952,1:15.6439,0.0078853:15.7692,-0.992115:15.7692,-1.98423:15.6439,-2.95281:15.3952,-3.88259:15.0271,-4.7589:14.5453,-5.56791:13.9575,-6.29688:13.273,-6.93431:12.5025,-7.47013:11.6581,-7.89591:10.7533,-8.20493:9.80225,-8.39231:8.81997,-8.4551:7.82194,-8.39231:6.82391,-8.20493:5.84163,-7.89591:4.89057,-7.47013:3.98574,-6.93431:3.14141,-6.29688:2.3709,-5.56791:1.68635,-4.7589:1.09857,-3.88259:0.616814,-2.95281:0.24869,-1.98423:-2.78574e-15,-0.992115:-0.125333,-137.1,0,0
1,50,0:0,1:0,1.96858:0.24869,2.89836:0.616814,3.77467:1.09857,4.58368:1.68635,5.31265:2.3709,5.95008:3.14141,6.4859:3.98574,6.91168:4.89057,7.2207:5.84163,7.40808:6.82391,7.47087:7.82194,7.40808:8.81997,7.2207:9.80225,6.91168:10.7533,6.4859:11.6581,5.95008:12.5025,5.31265:13.273,4.58368:13.9575,3.77467:14.5453,2.89836:15.0271,1.96858:15.3952,1:15.6439,0.0078853:15.7692,-0.992115:15.7692,-1.98423:15.6439,-2.95281:15.3952,-3.88259:15.0271,-4.7589:14.5453,-5.56791:13.9575,-6.29688:13.273,-6.93431:12.5025,-7.47013:11.6581,-7.89591:10.7533,-8.20493:9.80225,-8.39231:8.81997,-8.4551:7.82194,-8.39231:6.82391,-8.20493:5.84163,-7.89591:4.89057,-7.47013:3.98574,-6.93431:3.14141,-6.29688:2.3709,-5.56791:1.68635,-4.7589:1.09857,-3.88259:0.616814,-2.95281:0.24869,-1.98423:-2.78574e-15,-0.992115:-0.125333,-137.1,0,0
1,50,0:0,1:0,1.96858:0.24869,2.89836:0.616814,3.77467:1.09857,4.58368:1.68635,5.31265:2.3709,5.95008:3.14141,6.4859:3.98574,6.91168:4.89057,7.2207:5.84163,7.40808:6.82391,7.47087:7.82194,7.40808:8.81997,7.2207:9.80225,6.91168:10.7533,6.4859:11.6581,5.95008:12.5025,5.31265:13.273,4.58368:13.9575,3.77467:14.5453,2.89836:15.0271,1.96858:15.3952,1:15.6439,0.0078853:15.7692,-0.992115:15.7692,-1.98423:15.6439,-2.95281:15.3952,-3.88259:15.0271,-4.7589:14.5453,-5.56791:13.9575,-6.29688:13.273,-6.93431:12.5025,-7.47013:11.6581,-7.89591:10.7533,-8.20493:9.80225,-8.39231:8.81997,-8.4551:7.82194,-8.39231:6.82391,-8.20493:5.84163,-7.89591:4.89057,-7.47013:3.98574,-6.93431:3.14141,-6.29688:2.3709,-5.56791:1.68635,-4.7589:1.09857,-3.88259:0.616814,-2.95281:0.24869,-1.98423:-2.78574e-15,-0.992115:-0.125333,-137.1,0,0
1,50,0:0,1:0,1.96858:0.24869,2.89836:0.616814,3.77467:1.09857,4.58368:1.68635,5.31265:2.3709,5.95008:3.14141,6.4859:3.98574,6.91168:4.89057,7.2207:5.84163,7.40808:6.82391,7.47087:7.82194,7.40808:8.81997,7.2207:9.80225,6.91168:10.7533,6.4859:11.6581,5.95008:12.5025,5.31265:13.273,4.58368:13.9575,3.77467:14.5453,2.89836:15.0271,1.96858:15.3952,1:15.6439,0.0078853:15.7692,-0.992115:15.7692,-1.98423:15.6439,-2.95281:15.3952,-3.88259:15.0271,-4.7589:14.5453,-5.56791:13.9575,-6.29688:13.273,-6.93431:12.5025,-7.47013:11.6581,-7.89591:10.7533,-8.20493:9.80225,-8.39231:8.81997,-8.4551:7.82194,-8.39231:6.82391,-8.20493:5.84163,-7.89591:4.89057,-7.47013:3.98574,-6.93431:3.14141,-6.29688:2.3709,-5.56791:1.68635,-4.7589:1.09857,-3.88259:0.616814,-2.95281:0.24869,-1.98423:-2.78574e-15,-0.992115:-0.125333,-137.1,0,0
1,50,0:0,1:0,1.96858:0.24869,2.89836:0.616814,3.77467:1.09857,4.58368:1.68635,5.31265:2.3709,5.95008:3.14141,6.4859:3.98574,6.91168:4.89057,7.2207:5.84163,7.40808:6.82391,7.47087:7.82194,7.40808:8.81997,7.2207:9.80225,6.91168:10.7533,6.4859:11.6581,5.95008:12.5025,5.31265:13.273,4.58368:13.9575,3.77467:14.5453,2.89836:15.0271,1.96858:15.3952,1:15.6439,0.0078853:15.7692,-0.992115:15.7692,-1.98423:15.6439,-2.95281:15.3952,-3.88259:15.0271,-4.7589:14.5453,-5.56791:13.9575,-6.29688:13.273,-6.93431:12.5025,-7.47013:11.6581,-7.89591:10.7533,-8.20493:9.80225,-8.39231:8.81997,-8.4551:7.82194,-8.39231:6.82391,-8.20493:5.84163,-7.89591:4.89057,-7.47013:3.98574,-6.93431:3.14141,-6.29688:2.3709,-5.56791:1.68635,-4.7589:1.09857,-3.88259:0.616814,-2.95281:0.24869,-1.98423:-2.78574e-15,-0.992115:-0.125333,-137.1,0,0
1,50,0:0,1:0,1.96858:0.24869,2.89836:0.616814,3.77467:1.09857,4.58368:1.68635,5.31265:2.3709,5.95008:3.14141,6.4859:3.98574,6.91168:4.89057,7.2207:5.84163,7.40808:6.82391,7.47087:7.82194,7.40808:8.81997,7.2207:9.80225,6.91168:10.7533,6.4859:11.6581,5.95008:12.5025,5.31265:13.273,4.58368:13.9575,3.77467:14.5453,2.89836:15.0271,1.96858:15.3952,1:15.6439,0.0078853:15.7692,-0.992115:15.7692,-1.98423:15.6439,-2.95281:15.3952,-3.88259:15.0271,-4.7589:14.5453,-5.56791:13.9575,-6.29688:13.273,-6.93431:12.5025,-7.47013:11.6581,-7.89591:10.7533,-8.20493:9.80225,-8.39231:8.81997,-8.4551:7.82194,-8.39231:6.82391,-8.20493:5.84163,-7.89591:4.89057,-7.47013:3.98574,-6.93431:3.14141,-6.29688:2.3709,-5.56791:1.68635,-4.7589:1.09857,-3.88259:0.616814,-2.95281:0.24869,-1.98423:-2.78574e-15,-0.992115:-0.125333,-137.1,0,0
1,50,0:0,1:0,1.96858:0.24869,2.89836:0.616814,3.77467:1.09857,4.58368:1.68635,5.31265:2.3709,5.95008:3.14141,6.4859:3.98574,6.91168:4.89057,7.2207:5.84163,7.40808:6.82391,7.47087:7.82194,7.40808:8.81997,7.2207:9.80225,6.91168:10.7533,6.4859:11.6581,5.95008:12.5025,5.31265:13.273,4.58368:13.9575,3.77467:14.5453,2.89836:15.0271,1.96858:15.3952,1:15.6439,0.0078853:15.7692,-0.992115:15.7692,-1.98423:15.6439,-2.95281:15.3952,-3.88259:15.0271,-4.7589:14.5453,-5.56791:13.9575,-6.29688:13.273,-6.93431:12.5025,-7.47013:11.6581,-7.89591:10.7533,-8.20493:9.80225,-8.39231:8.81997,-8.4551:7.82194,-8.39231:6.82391,-8.20493:5.84163,-7.89591:4.89057,-7.47013:3.98574,-6.93431:3.14141,-6.29688:2.3709,-5.56791:1.68635,-4.7589:1.09857,-3.88259:0.616814,-2.95281:0.24869,-1.98423:-2.78574e-15,-0.992115:-0.125333,-137.1,0,0
1,50,0:0,1:0,1.96858:0.24869,2.89836:0.616814,3.77467:1.09857,4.58368:1.68635,5.31265:2.3709,5.95008:3.14141,6.4859:3.98574,6.91168:4.89057,7.2207:5.84163,7.40808:6.82391,7.47087:7.82194,7.40808:8.81997,7.2207:9.80225,6.91168:10.7533,6.4859:11.6581,5.95008:12.5025,5.31265:13.273,4.58368:13.9575,3.77467:14.5453,2.89836:15.0271,1.96858:15.3952,1:15.6439,0.0078853:15.7692,-0.992115:15.7692,-1.98423:15.6439,-2.95281:15.3952,-3.88259:15.0271,-4.7589:14.5453,-5.56791:13.9575,-6.29688:13.273,-6.93431:12.5025,-7.47013:11.6581,-7.89591:10.7533,-8.20493:9.80225,-8.39231:8.81997,-8.4551:7.82194,-8.39231:6.82391,-8.20493:5.84163,-7.89591:4.89057,-7.47013:3.98574,-6.93431:3.14141,-6.29688:2.3709,-5.56791:1.68635,-4.7589:1.09857,-3.88259:0.616814,-2.95281:0.24869,-1.98423:-2.78574e-15,-0.992115:-0.125333,-137.1,0,0
