4,52,0:0,1:0,1.97094:0.239316,2.90596:0.593921,3.79141:1.05864,4.6144:1.62671,5.36291:2.28983,6.02603:3.03834,6.5941:3.86133,7.05882:4.74678,7.41342:5.6818,7.65274:6.65274,7.77328:7.64545,7.77328:8.64545,7.65274:9.63816,7.41342:10.6091,7.05882:11.5441,6.5941:12.4296,6.02603:13.2526,5.36291:14.0011,4.6144:14.6642,3.79141:15.2323,2.90596:15.697,1.97094:16.0516,1:16.2909,0.00729113:16.4114,-0.992709:16.4114,-1.98542:16.2909,-2.95636:16.0516,-3.89138:15.697,-4.77683:15.2323,-5.59982:14.6642,-6.34833:14.0011,-7.01145:13.2526,-7.57951:12.4296,-8.04424:11.5441,-8.39884:10.6091,-8.63816:9.63816,-8.75869:8.64545,-8.75869:7.64545,-8.63816:6.65274,-8.39884:5.6818,-8.04424:4.74678,-7.57951:3.86133,-7.01145:3.03834,-6.34833:2.28983,-5.59982:1.62671,-4.77683:1.05864,-3.89138:0.593921,-2.95636:0.239316,-1.98542:3.49281e-15,-0.992709:-0.120537,-143.7,0,0
4,52,0:0,1:0,1.97094:0.239316,2.90596:0.593921,3.79141:1.05864,4.6144:1.62671,5.36291:2.28983,6.02603:3.03834,6.5941:3.86133,7.05882:4.74678,7.41342:5.6818,7.65274:6.65274,7.77328:7.64545,7.77328:8.64545,7.65274:9.63816,7.41342:10.6091,7.05882:11.5441,6.5941:12.4296,6.02603:13.2526,5.36291:14.0011,4.6144:14.6642,3.79141:15.2323,2.90596:15.697,1.97094:16.0516,1:16.2909,0.00729113:16.4114,-0.992709:16.4114,-1.98542:16.2909,-2.95636:16.0516,-3.89138:15.697,-4.77683:15.2323,-5.59982:14.6642,-6.34833:14.0011,-7.01145:13.2526,-7.57951:12.4296,-8.04424:11.5441,-8.39884:10.6091,-8.63816:9.63816,-8.75869:8.64545,-8.75869:7.64545,-8.63816:6.65274,-8.39884:5.6818,-8.04424:4.74678,-7.57951:3.86133,-7.01145:3.03834,-6.34833:2.28983,-5.59982:1.62671,-4.77683:1.05864,-3.89138:0.593921,-2.95636:0.239316,-1.98542:3.49281e-15,-0.992709:-0.120537,-143.7,0,0
4,52,0:0,1:0,1.97094:0.239316,2.90596:0.593921,3.79141:1.05864,4.6144:1.62671,5.36291:2.28983,6.02603:3.03834,6.5941:3.86133,7.05882:4.74678,7.41342:5.6818,7.65274:6.65274,7.77328:7.64545,7.77328:8.64545,7.65274:9.63816,7.41342:10.6091,7.05882:11.5441,6.5941:12.4296,6.02603:13.2526,5.36291:14.0011,4.6144:14.6642,3.79141:15.2323,2.90596:15.697,1.97094:16.0516,1:16.2909,0.00729113:16.4114,-0.992709:16.4114,-1.98542:16.2909,-2.95636:16.0516,-3.89138:15.697,-4.77683:15.2323,-5.59982:14.6642,-6.34833:14.0011,-7.01145:13.2526,-7.57951:12.4296,-8.04424:11.5441,-8.39884:10.6091,-8.63816:9.63816,-8.75869:8.64545,-8.75869:7.64545,-8.63816:6.65274,-8.39884:5.6818,-8.04424:4.74678,-7.57951:3.86133,-7.01145:3.03834,-6.34833:2.28983,-5.59982:1.62671,-4.77683:1.05864,-3.89138:0.593921,-2.95636:0.239316,-1.98542:3.49281e-15,-0.992709:-0.120537,-143.7,0,0
4,52,0:0,1:0,1.97094:0.239316,2.90596:0.593921,3.79141:1.05864,4.6144:1.62671,5.36291:2.28983,6.02603:3.03834,6.5941:3.86133,7.05882:4.74678,7.41342:5.6818,7.65274:6.65274,7.77328:7.64545,7.77328:8.64545,7.65274:9.63816,7.41342:10.6091,7.05882:11.5441,6.5941:12.4296,6.02603:13.2526,5.36291:14.0011,4.6144:14.6642,3.79141:15.2323,2.90596:15.697,1.97094:16.0516,1:16.2909,0.00729113:16.4114,-0.992709:16.4114,-1.98542:16.2909,-2.95636:16.0516,-3.89138:15.697,-4.77683:15.2323,-5.59982:14.6642,-6.34833:14.0011,-7.01145:13.2526,-7.57951:12.4296,-8.04424:11.5441,-8.39884:10.6091,-8.63816:9.63816,-8.75869:8.64545,-8.75869:7.64545,-8.63816:6.65274,-8.39884:5.6818,-8.04424:4.74678,-7.57951:3.86133,-7.01145:3.03834,-6.34833:2.28983,-5.59982:1.62671,-4.77683:1.05864,-3.89138:0.593921,-2.95636:0.239316,-1.98542:3.49281e-15,-0.992709:-0.120537,-143.7,0,0
4,52,0:0,1:0,1.97094:0.239316,2.90596:0.593921,3.79141:1.05864,4.6144:1.62671,5.36291:2.28983,6.02603:3.03834,6.5941:3.86133,7.05882:4.74678,7.41342:5.6818,7.65274:6.65274,7.77328:7.64545,7.77328:8.64545,7.65274:9.63816,7.41342:10.6091,7.05882:11.5441,6.5941:12.4296,6.02603:13.2526,5.36291:14.0011,4.6144:14.6642,3.79141:15.2323,2.90596:15.697,1.97094:16.0516,1:16.2909,0.00729113:16.4114,-0.992709:16.4114,-1.98542:16.2909,-2.95636:16.0516,-3.89138:15.697,-4.77683:15.2323,-5.59982:14.6642,-6.34833:14.0011,-7.01145:13.2526,-7.57951:12.4296,-8.04424:11.5441,-8.39884:10.6091,-8.63816:9.63816,-8.75869:8.64545,-8.75869:7.64545,-8.63816:6.65274,-8.39884:5.6818,-8.04424:4.74678,-7.57951:3.86133,-7.01145:3.03834,-6.34833:2.28983,-5.59982:1.62671,-4.77683:1.05864,-3.89138:0.593921,-2.95636:0.239316,-1.98542:3.49281e-15,-0.992709:-0.120537,-143.7,0,0
4,52,0:0,1:0,1.97094:0.239316,2.90596:0.593921,3.79141:1.05864,4.6144:1.62671,5.36291:2.28983,6.02603:3.03834,6.5941:3.86133,7.05882:4.74678,7.41342:5.6818,7.65274:6.65274,7.77328:7.64545,7.77328:8.64545,7.65274:9.63816,7.41342:10.6091,7.05882:11.5441,6.5941:12.4296,6.02603:13.2526,5.36291:14.0011,4.6144:14.6642,3.79141:15.2323,2.90596:15.697,1.97094:16.0516,1:16.2909,0.00729113:16.4114,-0.992709:16.4114,-1.98542:16.2909,-2.95636:16.0516,-3.89138:15.697,-4.77683:15.2323,-5.59982:14.6642,-6.34833:14.0011,-7.01145:13.2526,-7.57951:12.4296,-8.04424:11.5441,-8.39884:10.6091,-8.63816:9.63816,-8.75869:8.64545,-8.75869:7.64545,-8.63816:6.65274,-8.39884:5.6818,-8.04424:4.74678,-7.57951:3.86133,-7.01145:3.03834,-6.34833:2.28983,-5.59982:1.62671,-4.77683:1.05864,-3.89138:0.593921,-2.95636:0.239316,-1.98542:3.49281e-15,-0.992709:-0.120537,-143.7,0,0
4,52,0:0,1:0,1.97094:0.239316,2.90596:0.593921,3.79141:1.05864,4.6144:1.62671,5.36291:2.28983,6.02603:3.03834,6.5941:3.86133,7.05882:4.74678,7.41342:5.6818,7.65274:6.65274,7.77328:7.64545,7.77328:8.64545,7.65274:9.63816,7.41342:10.6091,7.05882:11.5441,6.5941:12.4296,6.02603:13.2526,5.36291:14.0011,4.6144:14.6642,3.79141:15.2323,2.90596:15.697,1.97094:16.0516,1:16.2909,0.00729113:16.4114,-0.992709:16.4114,-1.98542:16.2909,-2.95636:16.0516,-3.89138:15.697,-4.77683:15.2323,-5.59982:14.6642,-6.34833:14.0011,-7.01145:13.2526,-7.57951:12.4296,-8.04424:11.5441,-8.39884:10.6091,-8.63816:9.63816,-8.75869:8.64545,-8.75869:7.64545,-8.63816:6.65274,-8.39884:5.6818,-8.04424:4.74678,-7.57951:3.86133,-7.01145:3.03834,-6.34833:2.28983,-5.59982:1.62671,-4.77683:1.05864,-3.89138:0.593921,-2.95636:0.239316,-1.98542:3.49281e-15,-0.992709:-0.120537,-143.7,0,0
4,52,0:0,1:0,1.97094:0.239316,2.90596:0.593921,3.79141:1.05864,4.6144:1.62671,5.36291:2.28983,6.02603:3.03834,6.5941:3.86133,7.05882:4.74678,7.41342:5.6818,7.65274:6.65274,7.77328:7.64545,7.77328:8.64545,7.65274:9.63816,7.41342:10.6091,7.05882:11.5441,6.5941:12.4296,6.02603:13.2526,5.36291:14.0011,4.6144:14.6642,3.79141:15.2323,2.90596:15.697,1.97094:16.0516,1:16.2909,0.00729113:16.4114,-0.992709:16.4114,-1.98542:16.2909,-2.95636:16.0516,-3.89138:15.697,-4.77683:15.2323,-5.59982:14.6642,-6.34833:14.0011,-7.01145:13.2526,-7.57951:12.4296,-8.04424:11.5441,-8.39884:10.6091,-8.63816:9.63816,-8.75869:8.64545,-8.75869:7.64545,-8.63816:6.65274,-8.39884:5.6818,-8.04424:4.74678,-7.57951:3.86133,-7.01145:3.03834,-6.34833:2.28983,-5.59982:1.62671,-4.77683:1.05864,-3.89138:0.593921,-2.95636:0.239316,-1.98542:3.49281e-15,-0.992709:-0.120537,-143.7,0,0
4,52,0:0,1:0,1.97094:0.239316,2.90596:0.593921,3.79141:1.05864,4.6144:1.62671,5.36291:2.28983,6.02603:3.03834,6.5941:3.86133,7.05882:4.74678,7.41342:5.6818,7.65274:6.65274,7.77328:7.64545,7.77328:8.64545,7.65274:9.63816,7.41342:10.6091,7.05882:11.5441,6.5941:12.4296,6.02603:13.2526,5.36291:14.0011,4.6144:14.6642,3.79141:15.2323,2.90596:15.697,1.97094:16.0516,1:16.2909,0.00729113:16.4114,-0.992709:16.4114,-1.98542:16.2909,-2.95636:16.0516,-3.89138:15.697,-4.77683:15.2323,-5.59982:14.6642,-6.34833:14.0011,-7.01145:13.2526,-7.57951:12.4296,-8.04424:11.5441,-8.39884:10.6091,-8.63816:9.63816,-8.75869:8.64545,-8.75869:7.64545,-8.63816:6.65274,-8.39884:5.6818,-8.04424:4.74678,-7.57951:3.86133,-7.01145:3.03834,-6.34833:2.28983,-5.59982:1.62671,-4.77683:1.05864,-3.89138:0.593921,-2.95636:0.239316,-1.98542:3.49281e-15,-0.992709:-0.120537,-143.7,0,0
4,52,0:0,1:0,1.97094:0.239316,2.90596:0.593921,3.79141:1.05864,4.6144:1.62671,5.36291:2.28983,6.02603:3.03834,6.5941:3.86133,7.05882:4.74678,7.41342:5.6818,7.65274:6.65274,7.77328:7.64545,7.77328:8.64545,7.65274:9.63816,7.41342:10.6091,7.05882:11.5441,6.5941:12.4296,6.02603:13.2526,5.36291:14.0011,4.6144:14.6642,3.79141:15.2323,2.90596:15.697,1.97094:16.0516,1:16.2909,0.00729113:16.4114,-0.992709:16.4114,-1.98542:16.2909,-2.95636:16.0516,-3.89138:15.697,-4.77683:15.2323,-5.59982:14.6642,-6.34833:14.0011,-7.01145:13.2526,-7.57951:12.4296,-8.04424:11.5441,-8.39884:10.6091,-8.63816:9.63816,-8.75869:8.64545,-8.75869:7.64545,-8.63816:6.65274,-8.39884:5.6818,-8.04424:4.74678,-7.57951:3.86133,-7.01145:3.03834,-6.34833:2.28983,-5.59982:1.62671,-4.77683:1.05864,-3.89138:0.593921,-2.95636:0.239316,-1.98542:3.49281e-15,-0.992709:-0.120537,-143.7,0,0
